,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
141626,,96817,28336,UGC 04586,34.84,,92.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
141627,,96818,28336,UGC 04586,34.85,,93.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
141628,,96819,28336,UGC 04586,34.88,,94.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
142184,,97356,28766,ESO 563- G 029,33.63,,53.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
142185,,97357,28766,ESO 563- G 029,33.64,,53.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
142186,,97358,28766,ESO 563- G 029,33.65,,53.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
142187,,97359,28766,ESO 563- G 029,33.69,,54.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
142382,,97554,28948,SDSS J085233.75+135028.3,32.66,,34.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
142843,,98006,29323,IC 2421,31.13,,16.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
142844,,98007,29323,IC 2421,31.73,,22.2,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
142990,,98141,29422,FGC 0809,35.65,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
142991,,98142,29422,FGC 0809,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
142992,,98143,29422,FGC 0809,35.69,,137.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
142993,,98144,29422,FGC 0809,35.7,,138.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
143069,,98220,29498,MCG +09-15-049,35.44,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
143070,,98221,29498,MCG +09-15-049,35.46,,123.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
143071,,98222,29498,MCG +09-15-049,35.48,,125.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
143072,,98223,29498,MCG +09-15-049,35.48,,125.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
143409,,98560,29788,CGCG 120-052,35.02,,101.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
143410,,98561,29788,CGCG 120-052,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
143411,,98562,29788,CGCG 120-052,35.39,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
143412,,98563,29788,CGCG 120-052,35.41,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
144141,,99292,30378,FGC 0821,33.44,,48.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
144142,,99293,30378,FGC 0821,33.48,,49.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
144143,,99294,30378,FGC 0821,33.5,,50.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
144144,,99295,30378,FGC 0821,33.51,,50.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
144177,,99328,30411,UGC 04712,32.83,,36.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
144724,,99875,30886,MCG +09-15-079,29.99,,9.97,Tully-Fisher,2000BSAO...50....5K,,,,,20,
144725,,99876,30886,MCG +09-15-079,30.19,,10.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
144726,,99877,30886,MCG +09-15-079,30.23,,11.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
144727,,99878,30886,MCG +09-15-079,30.27,,11.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
144764,,99915,30923,UGC 04727,33.32,,46.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
144765,,99916,30923,UGC 04727,33.45,,48.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
144766,,99917,30923,UGC 04727,33.48,,49.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
144767,,99918,30923,UGC 04727,33.49,,49.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
145104,,100255,31198,ESO 497- G 004,31.39,,19.0,Tully-Fisher,2013AJ....145..101K,,,,,33,
146475,,101618,32320,SDSS J090836.54+051726.8,29.13,,6.7,Tully-Fisher,2015AstBu..70....1K,,,,,35,
146983,,102121,32723,NGC 2777,32.05,,25.7,Tully-Fisher,2015AstBu..70....1K,,,,,35,
147119,,102257,32839,ESO 497- G 020,34.5,,79.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
147120,,102258,32839,ESO 497- G 020,34.52,,80.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
147121,,102259,32839,ESO 497- G 020,34.54,,80.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
147122,,102260,32839,ESO 497- G 020,34.57,,81.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
147414,,102552,33055,MCG +09-15-106,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
147415,,102553,33055,MCG +09-15-106,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
147416,,102554,33055,MCG +09-15-106,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
147417,,102555,33055,MCG +09-15-106,35.15,,107.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
147499,,102637,33117,FGC 0854,35.02,,101.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
147500,,102638,33117,FGC 0854,35.05,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
147501,,102639,33117,FGC 0854,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
147502,,102640,33117,FGC 0854,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
147652,,102790,33252,UGCA 153,31.7,,21.9,Tully-Fisher,2013AJ....145..101K,,,,,33,
147906,,103044,33441,FGC 0859,35.4,,120.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
147907,,103045,33441,FGC 0859,35.43,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
147908,,103046,33441,FGC 0859,35.46,,123.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
147909,,103047,33441,FGC 0859,35.48,,125.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
148210,,103335,33657,AGC 198507,31.68,,21.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
148521,,103638,33904,NGC 2793,30.77,,14.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
148522,,103639,33904,NGC 2793,31.13,,16.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
148523,,103640,33904,NGC 2793,31.84,,23.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
148711,,103828,34049,NGC 2799,32.8,,36.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
149259,,104376,34436,UGC 04932,31.57,,20.6,Tully-Fisher,2013AJ....145..101K,,,,,33,
149479,,104596,34571,UGC 04957,34.94,,97.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
149480,,104597,34571,UGC 04957,34.95,,97.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
149481,,104598,34571,UGC 04957,34.95,,97.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
149482,,104599,34571,UGC 04957,34.96,,98.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
149605,,104716,34664,FGC 0878,34.03,,63.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
149606,,104717,34664,FGC 0878,34.15,,67.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
149607,,104718,34664,FGC 0878,34.16,,67.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
149608,,104719,34664,FGC 0878,34.17,,68.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
149635,,104746,34690,CGCG 062-024,32.96,,39.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
149716,,104827,34751,ESO 372- G 018,34.4,,75.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
149717,,104828,34751,ESO 372- G 018,34.4,,76.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
149718,,104829,34751,ESO 372- G 018,34.42,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
149747,,104858,34776,AGC 193816,31.86,,23.6,Tully-Fisher,2015AstBu..70....1K,,,,,35,
150144,,105250,35049,AGC 198508,30.09,,10.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
150186,,105292,35076,FGC 0883,36.26,,179.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
150187,,105293,35076,FGC 0883,36.28,,180.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
150188,,105294,35076,FGC 0883,36.28,,180.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
150189,,105295,35076,FGC 0883,36.31,,183.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
150380,,105486,35208,FGCE 0745,34.41,,76.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
150381,,105487,35208,FGCE 0745,34.43,,77.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
150382,,105488,35208,FGCE 0745,34.43,,77.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
150383,,105489,35208,FGCE 0745,34.49,,79.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
150400,,105506,35225,FGC 0886,36.63,,212.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
150401,,105507,35225,FGC 0886,36.65,,213.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
150402,,105508,35225,FGC 0886,36.69,,218.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
150403,,105509,35225,FGC 0886,36.74,,222.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
150671,,105777,35450,FGC 0887,35.83,,147.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
150672,,105778,35450,FGC 0887,35.85,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
150673,,105779,35450,FGC 0887,35.85,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
150674,,105780,35450,FGC 0887,35.92,,152.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
150927,,106033,35661,LV J0926+3343,31.47,,19.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
151255,,106358,35947,ESO 061- G 009,33.67,,54.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
151256,,106359,35947,ESO 061- G 009,33.68,,54.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
151257,,106360,35947,ESO 061- G 009,33.68,,54.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
151453,,106551,36108,AGC 198454,32.07,,26.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
151584,,106681,36233,UGC 05047,30.76,,14.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
151585,,106682,36233,UGC 05047,30.76,,14.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
151586,,106683,36233,UGC 05047,30.8,,14.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
151587,,106684,36233,UGC 05047,30.84,,14.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
151588,,106685,36233,UGC 05047,31.47,,19.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
151788,,106885,36402,AGC 192137,32.97,,39.2,Tully-Fisher,2015AstBu..70....1K,,,,,35,
151826,,106923,36439,AGC 198606,23.96,,0.62,Tully-Fisher,2015A&A...573L...3A,,,,,35,
151871,,106968,36477,NGC 2893,33.64,,53.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
152189,,107284,36757,FGC 0904,34.12,,66.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
152190,,107285,36757,FGC 0904,34.13,,66.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
152191,,107286,36757,FGC 0904,34.14,,67.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
152192,,107287,36757,FGC 0904,34.14,,67.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
152358,,107453,36873,FGCE 0751,33.61,,52.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
152359,,107454,36873,FGCE 0751,33.63,,53.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
152360,,107455,36873,FGCE 0751,33.64,,53.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
152386,,107481,36899,ESO 373- G 007,29.6,,8.32,Tully-Fisher,2013AJ....145..101K,,,,,33,
152818,,107913,37233,CGCG 035-007,30.57,,13.0,Tully-Fisher,2013AJ....145..101K,,,,,33,
152929,,108024,37306,FGC 0909,36.06,,163.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
152930,,108025,37306,FGC 0909,36.08,,164.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
152931,,108026,37306,FGC 0909,36.09,,165.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
152932,,108027,37306,FGC 0909,36.11,,166.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
153418,,108504,37719,AGC 198430,32.17,,27.2,Tully-Fisher,2015AstBu..70....1K,,,,,35,
153822,,108874,37987,SDSS J093857.12+004133.5,32.84,,37.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
154110,,109162,38236,KUG 0937+298,31.48,,19.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
154136,,109188,38258,SDSS J094021.13+044406.3,32.42,,30.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
154237,,109289,38323,IC 0549,31.78,,22.7,Tully-Fisher,2015AstBu..70....1K,,,,,35,
154580,,109618,38567,KUG 0938+483,34.72,,88.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
154581,,109619,38567,KUG 0938+483,34.75,,88.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
154582,,109620,38567,KUG 0938+483,34.76,,89.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
154583,,109621,38567,KUG 0938+483,34.8,,91.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
154764,,109802,38691,SDSS J094250.98+045322.0,32.92,,38.4,Tully-Fisher,2015AstBu..70....1K,,,,,35,
154765,,109803,38692,SDSS J094251.25+093757.6,31.76,,22.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
154830,,109868,38728,UGC 05186,29.6,,8.32,Tully-Fisher,2013AJ....145..101K,,,,,33,
155128,,110162,38957,FGCE 0768,33.15,,42.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
155129,,110163,38957,FGCE 0768,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
155130,,110164,38957,FGCE 0768,33.21,,43.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
155131,,110165,38957,FGCE 0768,33.27,,45.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
155198,,110227,39001,AGC 193802,32.2,,27.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
155236,,110265,39039,ESO 498- G 023,34.0,,63.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
155237,,110266,39039,ESO 498- G 023,34.01,,63.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
155238,,110267,39039,ESO 498- G 023,34.03,,64.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
155239,,110268,39039,ESO 498- G 023,34.08,,65.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
155254,,110283,39052,SDSS J094437.11+100046.3,31.86,,23.6,Tully-Fisher,2015AstBu..70....1K,,,,,35,
155266,,110295,39064,ESO 566- G 006,34.45,,77.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
155267,,110296,39064,ESO 566- G 006,34.47,,78.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
155268,,110297,39064,ESO 566- G 006,34.48,,78.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
155269,,110298,39064,ESO 566- G 006,34.53,,80.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
155282,,110311,39077,IC 0559,29.87,,9.42,Tully-Fisher,2013AJ....145..101K,,,,,33,
155436,,110465,39205,RKK 1610,30.87,,14.9,Tully-Fisher,2013AJ....145..101K,,,,,33,
155643,,110672,39345,ESO 091- G 018,33.46,,49.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
155644,,110673,39345,ESO 091- G 018,33.46,,49.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
155645,,110674,39345,ESO 091- G 018,33.47,,49.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
155894,,110909,39498,FGC 0940,33.87,,59.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
155895,,110910,39498,FGC 0940,33.9,,60.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
155896,,110911,39498,FGC 0940,33.9,,60.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
155897,,110912,39498,FGC 0940,33.97,,62.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
155969,,110984,39546,UGC 05242,32.62,,33.4,Tully-Fisher,2015AstBu..70....1K,,,,,35,
156799,,111814,40153,NGC 2985,31.57,,20.6,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
157112,,112114,40353,UGC 05289 NED01,33.68,,54.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
157113,,112115,40353,UGC 05289 NED01,33.69,,54.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
157114,,112116,40353,UGC 05289 NED01,33.7,,55.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
157115,,112117,40353,UGC 05289 NED01,33.73,,55.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
157162,,112164,40397,LSBC L1-097,32.08,,26.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
157175,,112177,40410,UGCA 186,32.33,,29.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
157392,,112394,40596,FGC 0958,34.89,,95.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
157393,,112395,40596,FGC 0958,34.92,,96.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
157394,,112396,40596,FGC 0958,34.93,,96.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
157395,,112397,40596,FGC 0958,34.97,,98.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
157517,,112519,40691,FGC 0964,33.13,,42.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
157519,,112521,40693,KUG 0950+453,34.56,,81.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
157916,,112918,40962,HIPASS J0954+01,32.22,,27.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
157919,,112921,40965,SDSS J095435.70+042307.9,32.95,,38.9,Tully-Fisher,2015AstBu..70....1K,,,,,35,
157985,,112987,41009,LV J0954+3620,30.94,,15.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
158163,,113161,41132,UGCA 188,32.07,,25.9,Tully-Fisher,2015AstBu..70....1K,,,,,35,
158328,,113318,41163,SDSS J095537.75+042836.2,31.91,,24.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
158388,,113378,41202,UGC 05332,31.1,,16.6,Tully-Fisher,2015AstBu..70....1K,,,,,35,
158868,,113855,41568,MCG +06-22-041,34.59,,82.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
158869,,113856,41568,MCG +06-22-041,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
158870,,113857,41568,MCG +06-22-041,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
158871,,113858,41568,MCG +06-22-041,35.08,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
159086,,114073,41725,LSBC L1-099,31.63,,21.2,Tully-Fisher,2015AstBu..70....1K,,,,,35,
159743,,114583,41998,NGC 3074,31.15,,17.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
159944,,114768,42084,FGC 0985,34.77,,90.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
159945,,114769,42084,FGC 0985,34.8,,91.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
159946,,114770,42084,FGC 0985,34.81,,91.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
159947,,114771,42084,FGC 0985,34.86,,94.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
160121,,114914,42180,FGC 0986,34.33,,73.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
160122,,114915,42180,FGC 0986,34.37,,75.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
160123,,114916,42180,FGC 0986,34.38,,75.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
160124,,114917,42180,FGC 0986,34.38,,75.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
160184,,114960,42203,LV J1000+3032,29.26,,7.11,Tully-Fisher,2013AJ....145..101K,,,,,33,
160585,,115274,42405,UGC 05392,35.27,,113.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
160586,,115275,42405,UGC 05392,35.28,,114.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
160587,,115276,42405,UGC 05392,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
160588,,115277,42405,UGC 05392,35.34,,117.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
160688,,115351,42439,FGC 0984,34.57,,82.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
160689,,115352,42439,FGC 0984,34.6,,83.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
160690,,115353,42439,FGC 0984,34.62,,84.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
160691,,115354,42439,FGC 0984,34.64,,84.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
160773,,115417,42481,FGC 0988,32.67,,34.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
160774,,115418,42481,FGC 0988,32.7,,34.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
160775,,115419,42481,FGC 0988,32.73,,35.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
160776,,115420,42481,FGC 0988,32.78,,36.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
161014,,115616,42596,UGC 05401,33.01,,40.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
161085,,115678,42643,ESO 316- G 018,33.79,,57.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
161086,,115679,42643,ESO 316- G 018,33.79,,57.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
161087,,115680,42643,ESO 316- G 018,33.79,,57.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
161357,,115946,42817,NGC 3136A,30.83,,14.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
161358,,115947,42817,NGC 3136A,30.85,,14.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
161359,,115948,42817,NGC 3136A,30.88,,15.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
161497,,116060,42890,ESO 499- G 038,30.92,,15.3,Tully-Fisher,2013AJ....145..101K,,,,,33,
161602,,116164,42945,MRK 0714,30.11,,10.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
161718,,116278,43022,MCG +10-15-008,32.5,,31.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
161719,,116279,43022,MCG +10-15-008,32.54,,32.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
161720,,116280,43022,MCG +10-15-008,32.58,,32.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
161721,,116281,43022,MCG +10-15-008,32.64,,33.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
161806,,116365,43095,UGC 05431,33.88,,59.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
161807,,116366,43095,UGC 05431,33.88,,59.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
161808,,116367,43095,UGC 05431,33.88,,59.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
161809,,116368,43095,UGC 05431,33.88,,59.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
161941,,116500,43167,FGC 0999,34.89,,95.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
162404,,116952,43520,SDSS J100704.47+050024.6,30.27,,11.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
162468,,117016,43573,KUG 1004+392,31.32,,18.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
162776,R,117324,43796,Leo I,21.73,,0.222,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
163019,,117552,43972,FGC 120A,32.87,,37.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
163743,,118261,44510,MCG +10-15-030,31.83,,23.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
