,Galaxy ID,meas,H (Mpc),D (Mpc),P (Mpc),Q (Mpc),M (Mpc),Dmin (Mpc),Dmax (Mpc)
770,SDSS-II SN 20844,6,290.0108558132491,2036.9039675273395,99.16850579634598,284.8659798645982,234.4346011655048,1688.0677493758235,2268.751420671848
771,NGC 0278,2,1.3956566841774243,13.999752115866391,1.432454584028221,4.142641693784793,2.1453892741216225,12.541608686020925,15.441857593512673
772,SDSS-II SN 15363,2,58.231408475923715,1024.9097510506167,126.17389912446971,126.17389912446971,119.99434444900334,955.2590467037777,1089.7064965856623
773,FGC 0099,3,14.438428162041518,144.4772845372241,9.786883567891625,20.984278530382102,15.646992422819302,133.74314264758178,162.72478347100133
774,MCG -01-03-027,2,2.155305365793799,30.834036060889044,4.713112039287115,4.7150898455173875,4.514400975552719,28.18003986099229,33.255701271158735
775,2MASX J00521819-2149496,3,22.85719065987879,206.8157063453244,17.075213812818824,19.47238099420176,24.41735036542675,182.47653353626168,228.00710620512237
776,UGC 00533,7,14.352421953374478,76.75418761026621,4.798324795570338,9.841478647058425,11.899000929969475,64.54458973197019,92.65217219191089
777,NGC 0280,13,25.113628566590453,124.65076444858437,5.9783615694126775,19.423652143434342,19.121207856213427,102.22066476693237,152.6435287923212
778,UGC 00536,5,11.044030797153864,70.24530915805408,2.4336126516671164,7.678997714541356,9.58234247446999,61.67086399683468,83.83708997619215
779,NGC 0289,14,4.3749299855710895,19.24463894479918,0.8830015568528041,3.757336318506619,3.300288876347287,15.604614823514764,24.415009274797818
780,2MFGC 00637,3,14.69727560298399,195.74604910174114,14.044453900102177,15.054713369212022,17.0934107927271,181.29453674054415,210.9507146922826
781,SMC,309,0.00519237662235618,0.061215955342310176,4.41827271204368e-05,0.0032364201570308886,0.003050554733544854,0.05576338843957195,0.06612056603350815
782,EB 04 110409,2,0.0005924686823657575,0.06490677943479164,0.0012686364287044667,0.0012686364287044667,0.0012340285052973886,0.06421232566406974,0.06560532180431654
783,EB 04 113853,2,0.0007279875249851539,0.06300186201233685,0.0016416323984912128,0.001667085581454665,0.0015343765743839177,0.062097142206458,0.0638337092320449
784,EB 04 117831,2,0.0005916165594675585,0.06250885492323484,0.0012227486104120272,0.0013517994512217103,0.001208339377059441,0.06180695987538019,0.06317624311604228
785,EB 04 121084,2,0.0005360373648489549,0.0716521946945797,0.001167228631134605,0.0012130195759045388,0.0011015027643823414,0.07102003413497995,0.07226037971050321
786,EB 04 121110,2,0.0005510369788279313,0.06544097252351964,0.0011591970376157534,0.0011591970376157534,0.0011195383909139455,0.06483454073329938,0.06608272794561804
787,EB 04 121461,2,0.0008425851098298736,0.06523365951761138,0.0016993229178652008,0.0020812370284935804,0.0016769178427084117,0.06424018473264112,0.06618025692654657
788,EB 04 159928,2,0.0007118143427392607,0.07231556360344028,0.0015184262186518568,0.0015537431771751476,0.0014628097935200422,0.07151005588359159,0.07313324212437859
789,EB 04 160094,2,0.0009219945166919479,0.062073872454295596,0.002023885446974304,0.0020440241066396045,0.0019200066195321198,0.061011741586853074,0.06314234873888795
790,EB 04 163552,2,0.0005516604978170635,0.04691998488895786,0.001222576136556384,0.0012415319357469328,0.001166959539994059,0.04624511504675607,0.04754788152516517
791,EB 04 175149,2,0.0004360959502105379,0.050832316033164994,0.0009005709181950844,0.001011808592990402,0.0008725869571836629,0.05035021330396521,0.051325934078339984
792,EB 04 175333,2,0.0005565058767121555,0.05261569515860882,0.0012002838636297772,0.0012245344722924105,0.0011489608491501494,0.05196672452351334,0.0532743326892832
793,EB 05 016658,2,0.0007207853421319196,0.06738200763567366,0.0015356207348098973,0.0016562403290262143,0.0014559371776644838,0.06655053917431378,0.06818326696239616
794,EB 05 026631,2,0.00046851629026641966,0.0676030233835863,0.0007499497541696899,0.0014150023661655372,0.0008375214725283004,0.06710070824751077,0.06813451500759489
795,EB 05 032412,2,0.00047834940701611416,0.06936971532928063,0.0009041613093774116,0.0013180302750399504,0.0009168893573439709,0.06879476022246879,0.06988935580144043
796,EB 05 038089,2,0.0005662349401110623,0.05917499358344197,0.0006519768376322274,0.001695139777843846,0.0008866833451840103,0.05857259016229661,0.05975237786919405
797,EB 05 095337,2,0.0009934984316812916,0.06891116607054358,0.0021258079990587246,0.002473248712364166,0.002060630623059471,0.06773444928051389,0.07003961241933711
798,EB 05 095557,2,0.0005174721544297135,0.06903790457802135,0.0011250088318924074,0.0011691434734808009,0.0010564948078025118,0.0684217880295993,0.06961935481339294
799,EB 05 100485,2,0.0004823565089206168,0.059024229095731906,0.000961957603852479,0.0012615955700495177,0.0009599549863814209,0.0584814951103185,0.059586611491111996
800,EB 05 100731,2,0.0010500672164703282,0.07252981908314698,0.0021253401030234048,0.0025102972440879043,0.0021177620612324827,0.0713125204427462,0.073716717508471
801,EB 05 106039,2,0.0004145877672501265,0.0616387421161278,0.00088784876044231,0.00088784876044231,0.0008402082350587553,0.06117721889292388,0.06212019883414797
802,EB 05 111649,2,0.0004182250853540409,0.05942676043011777,0.0008565998955093658,0.0010100049832796516,0.0008263834201515529,0.058962590547768194,0.059918610553868726
803,EB 05 123390,2,0.0006387630796652738,0.0563457038961643,0.0013692491311354722,0.0013932728783303818,0.0013080830323107366,0.05562743119689287,0.057065189701049485
804,EB 05 180185,2,0.0016555281678742504,0.07521500729667259,0.0017150783612389507,0.005145235083716871,0.002520659452495136,0.07352400050527345,0.0768967846402815
805,EB 05 180576,2,0.0010492338551177836,0.06711888683452594,0.002289825835441625,0.0023104553137371937,0.002151917740553985,0.06596470286944293,0.0683127321869161
806,EB 05 185408,2,0.0006035606899799205,0.06682867221305681,0.0013071853680237048,0.001343005297853566,0.001260169107966678,0.06614062411136777,0.06754276814093038
807,EB 05 261267,2,0.0008792818947185006,0.073162113908968,0.001532226982075287,0.0025149617495239325,0.0016356768252471666,0.0721446119047019,0.07411154513513357
808,EB 05 265970,2,0.0005876705747415508,0.07127548826680309,0.0011618657027191914,0.0015237725838152323,0.001175585934930139,0.07058685230087192,0.07194588392021212
809,EB 05 266015,2,0.0004313679487074369,0.0704769438869121,0.0009188527487990524,0.0011253601916556956,0.0009002946162520675,0.06996954442638834,0.07098429131540915
810,EB 05 266131,2,0.0007913123523159847,0.06657676618648897,0.0017349058624179245,0.0017618052318389198,0.0016772185759457098,0.06563969713106377,0.06749048393253326
811,EB 05 266513,2,0.0011622700096173466,0.06668080958457583,0.002491600071824915,0.0025657158535706743,0.002412196065422653,0.06533608905431755,0.06802399271649989
812,EB 05 277080,2,0.001589583885323651,0.05288835263127441,0.0009431559135801831,0.004684754365498562,0.0023270863116043403,0.0512854606611392,0.05446600429316536
813,EB 05 283079,2,0.0005936933583373721,0.06577869756639868,0.0010719040995198158,0.0016185396963724985,0.001111004992688624,0.06513260702209475,0.06646555545994841
814,HV 00817,2,0.0015583787977614628,0.057981148716751585,0.0009094346753752772,0.003941601030690595,0.0020786807917852128,0.0564373793272121,0.05954265685370176
815,HV 00822,4,0.002297484471868056,0.06391562021484885,0.0007557200002134549,0.0019567662747678695,0.001938283512371163,0.06180475781078232,0.06633156927810038
816,HV 00823,2,0.000784072739246647,0.05971960231150392,0.0007686408554345989,0.0017884396594468725,0.0011059195881603881,0.058947017187016115,0.060546021425295235
817,HV 00824,2,0.005021372855660049,0.058685268746312254,0.0005179357807121351,0.012750059945066342,0.007276961745472534,0.053684975575201035,0.06371299954499596
818,HV 00829,2,0.0022313301608308266,0.05692341270853814,0.0009753653518823924,0.0025823459226447408,0.0019396588127756295,0.05471711174274161,0.059098471944882214
819,HV 00837,2,0.0008679232805575848,0.05700564104436083,0.0010085145574487689,0.0013901413827066384,0.0012488730876071168,0.0563347356544487,0.05782749034972631
820,HV 00847,2,0.0008038583265714624,0.061390497558785014,0.0009735107239217546,0.002163398766892974,0.001235624450869851,0.06053165594217985,0.062168889232696894
821,HV 00865,2,0.0005342962436437901,0.05876738207119778,0.0009373012613923898,0.0011683775674997863,0.0009704366660532797,0.0581725061011216,0.05928575260325101
822,HV 01328,3,0.002823967185162777,0.06135039154792458,0.000770115360198352,0.0020658384743873384,0.0016953261730201811,0.05690415664857786,0.06253348250428721
823,HV 01333,2,0.0010373515439348357,0.06745307732803847,0.0008997947084684332,0.00192984465177481,0.0013252987385300658,0.06647437124976162,0.0685331377977955
824,HV 01335,4,0.007373043671315394,0.06545452833080753,0.0009351340771563655,0.011868584916741476,0.0031275474476227245,0.053271627457612124,0.06789709454785875
825,HV 01345,2,0.007210778542381513,0.05172996456136293,0.0016198207762301397,0.017593334888829405,0.008917744639923036,0.04454629498316984,0.05895983852965951
826,HV 01365,2,0.0033415126179085347,0.07380029439430134,0.000579474521816489,0.009339598353594828,0.004839764050966623,0.07045179311199776,0.07714087870398224
827,HV 01954,2,0.0005214042805590161,0.05821972597190959,0.0009287080317758669,0.0011576658175748954,0.0009653047473554652,0.057638656029495486,0.058745470140698634
828,HV 02064,2,0.0010586226566101087,0.06044608912469404,0.0009545917199804384,0.0027742599794110217,0.001499723906672436,0.0593141704519866,0.06148892406085524
829,HV 02195,2,0.0005505241511163985,0.059181882907260154,0.0009426956632705933,0.0013280355048998114,0.001009736286678577,0.05855225415725618,0.059732834546573875
830,HV 02209,2,0.0006907978347859662,0.05742219298725813,0.0009116926052722911,0.0018268883553889327,0.001106834643993665,0.056668391281331235,0.058136006833576635
831,HV 02226,2,0.0019819191108863396,0.05545812940021254,0.0033945169974333536,0.004581721492737667,0.0035006278611871278,0.05350692747035578,0.05760158931145401
832,HV 11211,2,0.0010566906161834158,0.05548066089494062,0.0008756085037762133,0.002749680964594404,0.0014511786444968311,0.05441362162337558,0.056508621182360205
833,Kron 28,4,0.00458903883419637,0.05319209850530287,0.0010714811736044975,0.005947213314361076,0.004297779294333818,0.04825728904629628,0.057486816361683755
834,Kron 3,5,0.0017367129551327726,0.057779773552792756,0.0006769693710009611,0.0021802854781692426,0.0016337113138168316,0.05609771549370425,0.059637430485635634
835,Kron 44,4,0.001855309245316681,0.059943283186055504,0.0010210763212709216,0.0021333731969328633,0.0017552399366425415,0.05818471411429251,0.06189443993951765
836,Lindsay 1,4,0.0015910100550385413,0.05394541181874579,0.0005207350594035076,0.002248463559780776,0.0015738516488186252,0.0523691565390907,0.055579460175066556
837,Lindsay 113,4,0.0012883749421922276,0.04956678649186385,0.0006576009567122487,0.001594041037537518,0.0012797182033779718,0.04824355400893276,0.05086371605625438
838,Lindsay 2,2,0.002814627451355747,0.058736810828753996,0.002245107597770625,0.008396368190073196,0.004117912144374456,0.055878811705895086,0.06161752747062092
839,Lindsay 38,4,0.0012969498632917221,0.06208468576978614,0.0008893646476094609,0.0012678296926920659,0.0013191806281751851,0.06075923221220135,0.0634352837584008
840,NGC 0121,8,0.002505205616451278,0.062267338198028044,0.0005085014343489309,0.002417787554797289,0.0021164979754492233,0.05981234113068663,0.06483872857727152
841,NGC 0152,5,0.002692981854299458,0.0603626685675734,0.001166489877365354,0.001722044240894572,0.0021629613499799635,0.058119212582229435,0.06346041281089485
842,NGC 0339,5,0.00151857567553429,0.05692870460074486,0.0008196693648940664,0.0013474521147516828,0.0014059581305317333,0.05538128588623906,0.05849400631202778
843,NGC 0361,5,0.003857487046323067,0.05526444840983867,0.0008209442031644843,0.004115154584054319,0.003323985472070017,0.0511246833082882,0.05876355283817011
844,NGC 0411,5,0.004121304793546638,0.05497059670316091,0.0006378476861613537,0.0036520361783760075,0.0034773401493082166,0.04961938970510352,0.05778979012702158
845,NGC 0416,5,0.0032495433169611207,0.06046673464795709,0.0008692221194219575,0.0038116988516053896,0.0029579588285109787,0.057437539752741476,0.06390583768958427
846,NGC 0419,3,0.003142674229405944,0.05826867204427461,0.0006338855942569014,0.0026216132517682925,0.001308325898070074,0.05268905039826766,0.0589537125457086
847,NGC 0796,3,0.0026762131948186454,0.03987103543492979,0.002822504245855015,0.0029480024124990266,0.003290569791675229,0.037226932052233576,0.04289004529567936
848,OGLE 11-30116,3,0.0008020009155957305,0.05971348144384596,0.0007856504535419522,0.0008294364382252927,0.0009471646318193415,0.05889329876064781,0.06054733658045277
849,OGLE 5-38089,3,0.00040588127772864756,0.05753196982602395,0.0003860359183585398,0.00046395743260417886,0.0004796211370095771,0.057129556700462984,0.05796105132174398
850,OGLE 6-215965,3,0.0006104708425683803,0.05404861116061059,0.00043155563063632416,0.00045763642730635467,0.0006166452069719635,0.05352847554068289,0.05468161590703098
851,OGLE 7-143913,3,0.0006168552126317845,0.06630912587245137,0.00044479216324981813,0.0008712252667234153,0.0006516873922607702,0.06564838176582297,0.06691749090512471
852,OGLE 9-175323,3,0.0007518310167700711,0.05974923373616872,0.0007227456366468458,0.0007721708879634331,0.0008767586591919899,0.05893375519243349,0.06046546577546421
853,OGLE-SMC-CEP-0646,2,0.0006311606301243355,0.06400776678702073,0.0012512300843556593,0.0017196512665829423,0.0012824379888502335,0.06324725673510566,0.06474301287497324
854,OGLE-SMC-CEP-1021,2,0.0019168707292711916,0.06417528940028798,0.0007726221838026407,0.004444350128541425,0.00245621538430902,0.06229339168969404,0.06609545412884059
855,OGLE-SMC-CEP-1165,2,0.0007074986627388243,0.06951093598371524,0.0013593684246845318,0.0018682731997012514,0.0013858435500269989,0.06868613642207667,0.07031983728457787
856,OGLE-SMC-CEP-1518,2,0.0008840944907413523,0.06358506814685656,0.0015739726052818666,0.0015913650957602211,0.001614468031520566,0.06273061618745944,0.06445610744266882
857,OGLE-SMC-CEP-2306,2,0.0020086303389361035,0.06405469764189654,0.0012512300843556593,0.0060296078305797874,0.0029694839809836305,0.06204611704066454,0.06606954365150569
858,OGLE-SMC-CEP-2470,2,0.0011327672202641643,0.060732139510862315,0.0014532476211180383,0.0029364242993696996,0.0017994812223816516,0.059492761198302685,0.06186067954096349
859,OGLE-SMC-CEP-2841,2,0.0006740138301756105,0.06395077020257008,0.0014156052439560042,0.0014156052439560042,0.0013674499764962384,0.06321215437791021,0.06472823274705782
860,OGLE-SMC-CEP-3533,2,0.00159322792962924,0.05987765191572167,0.0009320709164344789,0.004492424138869136,0.0022871367783756577,0.05827505697333027,0.061482071670791526
861,OGLE-SMC-CEP-3588,2,0.0016550445319938427,0.060526435363107346,0.0014080307301614046,0.004568926673655644,0.0023264006718683086,0.05883209770938279,0.062193057534491204
862,OGLE-SMC-RRLYR-0001,2,0.0013845563616124309,0.059222938096169235,0.0015551099932748877,0.0031117091989820425,0.0020405385792533924,0.0578612452168374,0.06071063053400622
863,OGLE-SMC-RRLYR-0002,2,0.0009821341708345427,0.057271409482589616,0.001442441762840614,0.0018363193813729784,0.0016207180236347848,0.05628921611177371,0.058152502322991274
864,OGLE-SMC-RRLYR-0003,2,0.001031423422922262,0.06161248112509975,0.0017796883556570591,0.0017796883556570591,0.0018556635007179684,0.06065383859834857,0.06260985265491946
865,OGLE-SMC-RRLYR-0006,2,0.0010504393365590094,0.057059777292760655,0.0014789994372344673,0.0018423632695282015,0.0016832091996322306,0.056185724400769486,0.05806473277751418
866,OGLE-SMC-RRLYR-0008,2,0.0010330948905620334,0.0626907813198867,0.0015619772175220383,0.0019052311972344537,0.0017556362000148984,0.06165651227606867,0.06364608458896305
867,OGLE-SMC-RRLYR-0009,2,0.001038722519695144,0.061724137295552026,0.0015888081430283198,0.0016367829328190835,0.0017197125893693847,0.060872312550784256,0.06265446155701594
868,OGLE-SMC-RRLYR-0010,2,0.001159581738138755,0.06339723589317714,0.001611049340475595,0.0024159190238439016,0.001850462945564992,0.06237691980874106,0.06457449642395226
869,OGLE-SMC-RRLYR-0012,2,0.0012899471953219655,0.06454629890973211,0.0016307290274957854,0.0025951488809997044,0.0019918407646846753,0.0632132013155661,0.06571580462072141
870,OGLE-SMC-RRLYR-0013,2,0.0009398460401858338,0.059815498808654506,0.0015141276837005498,0.0018468664377570712,0.0016416830600333452,0.05895850211655913,0.06080402173855969
871,OGLE-SMC-RRLYR-0014,2,0.0013133339024943617,0.06403963179787281,0.0016663776439118695,0.0018084441807061705,0.001951068438645805,0.06290427648827725,0.06503181356447592
872,OGLE-SMC-RRLYR-0015,2,0.0009824107199168611,0.06040103716537659,0.0015427842071545712,0.0016581682267700999,0.001660580771293342,0.059505392976181785,0.061327478345608394
873,OGLE-SMC-RRLYR-0019,2,0.01208642163800544,0.07301128908300726,0.0015130396353036618,0.02287595061851063,0.014970895907385987,0.06091515408955244,0.08510075370030132
874,OGLE-SMC-RRLYR-0022,2,0.0021712029042255743,0.0680947266585656,0.0018500072505470181,0.004141335800347429,0.002805724785890001,0.06602143698210167,0.07033618198394892
875,OGLE-SMC-RRLYR-0023,2,0.0012019040438642423,0.061436889656824666,0.0015974095798117806,0.002248232918741029,0.0018378275609697012,0.060453883886446895,0.0626184634531171
876,OGLE-SMC-RRLYR-0025,2,0.0015149160597307183,0.05306449656652633,0.001380526531103281,0.004299179188047892,0.0022140265706457178,0.05150896273759626,0.054605999593048425
877,OGLE-SMC-RRLYR-0027,2,0.002390269664085441,0.05731046650404767,0.0015653066008832583,0.004778673656407656,0.0029818857934696026,0.054941782153752575,0.05980529733242474
878,OGLE-SMC-RRLYR-0029,2,0.0011906315801725887,0.06092015395464937,0.001597918796028018,0.0020657282585990686,0.0018223891766716515,0.0599694498877812,0.06209318138798802
879,OGLE-SMC-RRLYR-0030,2,0.005191754621648397,0.054584701516207555,0.0015374308627579653,0.011711431433983448,0.006764589396249157,0.049408971590925874,0.059799552100207105
880,OGLE-SMC-RRLYR-0031,2,0.0012466226202818708,0.06366684069953349,0.0016431932696495323,0.0019739374574666534,0.0018724096512529249,0.06252272238257651,0.06465642500320762
881,OGLE-SMC-RRLYR-0033,2,0.0010062464785759366,0.059145381898071905,0.0015141709342759726,0.001559892019353442,0.001674562432310733,0.05824398803557124,0.06003826608005765
882,OGLE-SMC-RRLYR-0036,2,0.0014522989119118137,0.06012247936693899,0.0015924846441364958,0.0028994892717917027,0.002099712511917791,0.058797548042538846,0.061672393589322486
883,OGLE-SMC-RRLYR-0041,2,0.0012000631152451187,0.06413402801772823,0.0016754747150942338,0.00168575379750216,0.0018559380173571007,0.06322297359817045,0.0651547636669128
884,OGLE-SMC-RRLYR-0042,2,0.0010124379864578732,0.05547537891033276,0.0014414101702714668,0.0014803742236991326,0.0016087561419246995,0.0546214480243267,0.05639831072596244
885,OGLE-SMC-RRLYR-0043,2,0.0010506263252856934,0.06625285160160908,0.0016862651873771784,0.0017007398321554578,0.00180084022306517,0.06532780989709547,0.06722834468135823
886,OGLE-SMC-RRLYR-0046,2,0.0010945420241960037,0.0630627805425641,0.001845078902903086,0.001845078902903086,0.0019154196604592398,0.06202445974672249,0.0640675691025354
887,OGLE-SMC-RRLYR-0047,2,0.00152529534627288,0.060124025520728326,0.001615003361037958,0.0028789570929280777,0.0021043998430889223,0.05878997683906839,0.06169509616804881
888,OGLE-SMC-RRLYR-0048,2,0.0008764695661127189,0.050929361526235714,0.0013102293361332937,0.0013202312319456505,0.0014437700243425243,0.0501576612012342,0.05172675644897793
889,OGLE-SMC-RRLYR-0049,2,0.001651659703178344,0.0585805866642178,0.001559871961962276,0.0034736160043871474,0.002252853645053336,0.056957127331236666,0.060259479163326274
890,OGLE-SMC-RRLYR-0054,2,0.0011764445664692576,0.06413070301600943,0.0016635434833089863,0.001674898860751977,0.0018202730648859942,0.06320453393476397,0.06516747856850652
891,OGLE-SMC-RRLYR-0056,2,0.001057029497638796,0.053943047778140914,0.0012906194906513908,0.002788690906784959,0.001666808013802969,0.05277700591462557,0.054983409376098746
892,OGLE-SMC-RRLYR-0057,2,0.0011684425780472665,0.06239258572212246,0.0018526999677756402,0.001958990652764056,0.0019973118735420866,0.06134875116329218,0.06349476641923678
893,OGLE-SMC-RRLYR-0058,2,0.0012215393601053056,0.06539968890208261,0.0016970402646270609,0.0022455875563489477,0.0019456390667989326,0.06434380206668361,0.06662194435436027
894,OGLE-SMC-RRLYR-0060,2,0.0011497759052474285,0.062166211790167056,0.001622909981502299,0.0017919587351433164,0.0017726678225121867,0.06125481511997336,0.06323307182859998
895,OGLE-SMC-RRLYR-0063,2,0.0011189498980759963,0.06028227503950297,0.0015125821731637418,0.0021937386971115913,0.00177454468871238,0.05912188385176152,0.061283926106207746
896,OGLE-SMC-RRLYR-0064,2,0.0011535150339977735,0.06487116724795254,0.001682550115515429,0.00209592272581415,0.001875256773519497,0.06387013730799553,0.06607503689838488
897,OGLE-SMC-RRLYR-0066,2,0.0009256278071767519,0.05214654385423778,0.001345227060447139,0.0014350055010979,0.0014366205830225773,0.05138756475772916,0.05293415185310135
898,OGLE-SMC-RRLYR-0068,2,0.001244056305797003,0.06228821524759599,0.0017715114304184686,0.0028743574419668252,0.0020630412831931753,0.06090648696341197,0.06348914522273343
899,OGLE-SMC-RRLYR-0069,2,0.0009132108836172302,0.05923310325878785,0.001486859106387881,0.0015012949702367985,0.0015574318613103932,0.05840351173546171,0.06008573399586867
900,OGLE-SMC-RRLYR-0072,2,0.0009526229125718273,0.05424218104070849,0.0013826957547213622,0.0015429365118685148,0.0015202667218531278,0.05336878126618384,0.055027021602682406
901,OGLE-SMC-RRLYR-0075,2,0.0010190387450930247,0.06029539013274095,0.0015526424543249547,0.0015995252045760198,0.0016685153206164032,0.059444722115094335,0.061199330798145254
902,OGLE-SMC-RRLYR-0076,2,0.0013117954710724243,0.06306223469746743,0.0018655030565333825,0.0027559496283875266,0.002136518827965585,0.0618352514676603,0.06439860740116846
903,OGLE-SMC-RRLYR-0077,2,0.0010523981112887833,0.05954093312279158,0.0015221265712888029,0.0016237110205326174,0.0016798613664745572,0.058643448012568565,0.06041348512380703
904,OGLE-SMC-RRLYR-0078,2,0.0014236678127796877,0.059693539087310975,0.0015911127472739998,0.0026492422352633917,0.0020442080835146917,0.05847434562866265,0.06115353567628033
905,OGLE-SMC-RRLYR-0079,2,0.0009016225594549378,0.06080795083215369,0.0016989711839194815,0.0017679928382850429,0.0017144965517523415,0.05988622421523182,0.061751981214926914
906,OGLE-SMC-RRLYR-0080,2,0.001089618516551307,0.055719691201877905,0.0014585332688455935,0.001494004304440641,0.0016107097519922572,0.05491168152873857,0.056634046110810125
907,OGLE-SMC-RRLYR-0082,2,0.0010653667111020077,0.0630985152167009,0.0016150088453783463,0.0016637747773804309,0.0017696317364815186,0.0621418649389346,0.06402183427030116
908,OGLE-SMC-RRLYR-0083,2,0.0011506411142139295,0.0619803908292087,0.001621497710271378,0.0016609319859419269,0.0018374515681749254,0.0610621931155129,0.06296428473046967
909,OGLE-SMC-RRLYR-0084,2,0.0011941740929246553,0.05947270129256837,0.0015606593908743596,0.0021379964683468406,0.00181428058720614,0.058518787034637955,0.06065600044342553
910,OGLE-SMC-RRLYR-0085,2,0.001014063135779841,0.0629488702454841,0.0015928220292247637,0.0017119483512416853,0.0017311798707324742,0.06195655505095937,0.06386292425401127
911,OGLE-SMC-RRLYR-0087,2,0.0008186590637774297,0.05611514937509447,0.0013937894383658934,0.001526819831610922,0.001405967482813281,0.05540209777672443,0.05697437770310983
912,OGLE-SMC-RRLYR-0089,2,0.0011686653749547367,0.06335514002261572,0.0016521438420515375,0.001914253561499997,0.0018563321928590885,0.06239590373959928,0.06443494516276599
913,OGLE-SMC-RRLYR-0090,2,0.0014588011928068955,0.06546587242736407,0.0017383772590991865,0.002596398531600155,0.0021710138659176955,0.0642394092362694,0.06693582737083542
914,OGLE-SMC-RRLYR-0094,2,0.0010844506972941745,0.06432550644239445,0.0015725235903372612,0.0024473955235729313,0.0017790707614314851,0.06315484277470301,0.06532171540838773
915,OGLE-SMC-RRLYR-0097,2,0.0012131426559440297,0.05930082928703486,0.0015702667347516012,0.0017750111927683384,0.001808715816514632,0.05836501875218431,0.06036499117663363
916,OGLE-SMC-RRLYR-0099,2,0.001366637587713054,0.06523658153790171,0.0016074343017730718,0.0031374861554120483,0.002067146776835656,0.06377387377168019,0.0665275691757526
917,OGLE-SMC-RRLYR-0100,2,0.0011011646508173544,0.06223354259077804,0.0016116871107143208,0.0016116871107143208,0.0017647811666536071,0.06131681163504097,0.0631754401079701
918,OGLE-SMC-RRLYR-0101,2,0.0008508376669327572,0.05176682524276625,0.0012883264246492294,0.001680976714890573,0.0014075878486558904,0.05087525361933373,0.05253869285587988
919,OGLE-SMC-RRLYR-0107,2,0.0012700228205332787,0.06732120692098016,0.0017616366610752239,0.0018044790686124873,0.001986336618813406,0.06628946097445228,0.06840463673388879
920,OGLE-SMC-RRLYR-0108,2,0.0011961908710560382,0.05851811267505464,0.0014609993143179841,0.0025666256539718453,0.0018119575492096338,0.057221967439594526,0.05963136003675273
921,OGLE-SMC-RRLYR-0109,2,0.0011630686330360769,0.06271035515822268,0.0016200458577314465,0.001631104319607599,0.0018051696086282864,0.06170179742552004,0.06363729931789537
922,OGLE-SMC-RRLYR-0110,2,0.002439501195789182,0.05808089088641108,0.001691592759700899,0.007330764226287071,0.0035961085836414166,0.05557954198686278,0.06055592014791115
923,OGLE-SMC-RRLYR-0116,2,0.001240872085199053,0.062198800815967015,0.0016342110019682712,0.0022387571376379805,0.0019100686079561128,0.061132502134034136,0.06342014930398635
924,OGLE-SMC-RRLYR-0117,2,0.0016002720924398874,0.05729546358016423,0.0015643771121628888,0.00434520377024105,0.002325287585727969,0.055594000759893396,0.05889210474831841
925,OGLE-SMC-RRLYR-0119,2,0.0012516514579535743,0.06765084849270277,0.0017408183677836593,0.002524755802233195,0.002014828845124066,0.06654325710112514,0.0689512527664256
926,OGLE-SMC-RRLYR-0120,2,0.0010794053922100247,0.05496646374891254,0.0013372024673684738,0.0027404495694489063,0.0016928628730388882,0.053774797735225206,0.05599267630448
927,OGLE-SMC-RRLYR-0121,2,0.0010808235554287695,0.05854717315327041,0.0015119147642162216,0.0015222351213223478,0.0016969750801716728,0.057651801281201204,0.05940464864670315
928,OGLE-SMC-RRLYR-0123,2,0.002505151892263446,0.04879855044161615,0.0012594970924590403,0.006322625224778265,0.003424604463960939,0.04624503692874823,0.05132416587180155
929,OGLE-SMC-RRLYR-0124,2,0.001381495622501534,0.06127526410508941,0.001619213307482524,0.001626623933419118,0.0019065411854099802,0.0602015061320697,0.06221318936937349
930,OGLE-SMC-RRLYR-0127,2,0.0009261453949070838,0.0638539492525761,0.0015681845444583077,0.001955869761532395,0.0016924589594937533,0.06287211276808778,0.06475808391806721
931,OGLE-SMC-RRLYR-0128,2,0.0013347640648447997,0.060710748915528204,0.0016082944768501476,0.0022727215942728424,0.0019164938368318727,0.059695216966726826,0.061977896093164946
932,OGLE-SMC-RRLYR-0129,2,0.0011600671481511054,0.06584557320101489,0.0016946166027330528,0.0017457863274407362,0.0018383587696655667,0.06484821394036082,0.06685030560004626
933,OGLE-SMC-RRLYR-0130,2,0.003125160850842947,0.054358719206569144,0.0017470958638857732,0.006619648604348837,0.0038610498277959087,0.05114414536282691,0.05748694621441583
934,OGLE-SMC-RRLYR-0132,2,0.001012318384501972,0.05538928236537623,0.0016301464475097468,0.0019045270335362476,0.0017316145911112398,0.05447032520502652,0.056385842823138736
935,OGLE-SMC-RRLYR-0133,2,0.001296972409625163,0.06389654085150213,0.0018389465939021058,0.003299965701661725,0.0021621083394060187,0.06258839543296364,0.06530954860167898
936,OGLE-SMC-RRLYR-0134,2,0.002423212498876008,0.06532159536074877,0.0017603924603066662,0.00505529280727425,0.003061526061317105,0.06288137191053497,0.06780430870657576
937,OGLE-SMC-RRLYR-0137,2,0.0009699288764232915,0.061109145140334525,0.001740263407346836,0.001802995613964242,0.0017749485835138403,0.06011808916348071,0.06211035693995334
938,OGLE-SMC-RRLYR-0138,2,0.0010605592337940525,0.060331433443854186,0.0015465862688651922,0.001968901909002955,0.0017382985960471306,0.05941185245318367,0.06136249946708186
