,pgc,meas,H (Mpc),D (Mpc),P (Mpc),Q (Mpc),M (Mpc),Dmin (Mpc),Dmax (Mpc)
150,7646,2,3.2885455802834147,51.59001817868863,7.073088306350545,7.530488426351571,6.73643649812882,47.73665708674098,55.40175025571646
151,7663,2,2.2117756475579116,32.80067580433021,4.4979640163492896,5.660512382279116,4.381479720505055,30.178813787101998,35.289769944737046
152,7847,2,3.435272868361121,54.30292880998438,7.377556233611938,7.942091090098861,7.064296563198183,50.13119149003313,58.102798974442514
153,7849,2,1.4237485280707265,21.953423048067695,2.9952747567832874,2.996926866537582,2.832713710262483,20.312944127664164,23.53575158320345
154,7933,2,10.824134802859827,170.67508659097226,23.348412425837033,24.158789625161205,22.125439228896052,157.7885681709332,182.80771420237517
155,7957,2,5.580541322603369,86.15220164143435,11.786221469183886,12.301672442957024,11.272104407331579,79.52135308757886,92.2317247330716
156,7972,2,4.3309423893111125,66.15799210609497,9.0662934092098,10.563368904767879,8.83708958964888,61.08564470380117,71.08081559554859
157,8066,2,3.3670459417528695,54.00033031498172,7.370530291209181,7.567165784598585,6.983381574813202,49.99289909748666,57.83834264730291
158,8165,2,4.186099234019134,66.2674139201515,9.040702612307154,9.045689210928083,8.728076250090092,61.12989924586517,70.90667618454351
159,8173,2,5.591706701197196,84.55998447771657,11.460645527584793,13.353089419285391,11.02805942682109,78.00139107551809,90.66137564159575
160,8185,2,3.6303476808404045,58.6377630137323,8.004227521626438,8.004227521626438,7.582795579561673,54.256816366530764,62.8186411009201
161,8223,2,3.572184263962191,70.059258536674,4.986294090543829,7.079144394650357,5.68649669532872,66.33162584896799,73.15117368062025
162,8232,2,1.6150755548193882,22.954319705613987,3.158529535000607,4.242804408092737,3.141650672516992,21.10654309178529,24.767997382737665
163,8295,2,1.233032251059128,19.499697406550325,2.672425652869803,2.709035929354502,2.5367034405668227,18.02137082262993,20.898898688525318
164,8326,2,12.007436857711285,110.1513530478778,16.08738050931495,38.22193029312084,19.910386950402035,96.97789801846201,122.78695891518018
165,8372,2,3.4596561799567844,55.819308103859974,7.616110178456327,7.720445316487886,7.276064565989599,51.663011708190126,59.87259386480348
166,8396,2,5.798652486799158,93.58930478004044,12.7910333695846,12.966261169722861,12.280939405657657,86.5387648957743,100.33365202151921
167,8480,2,2.9769684986244545,46.05829300608498,6.326962889142033,7.165080181052444,6.064944857397035,42.55349005559671,49.4584718509436
168,8599,2,4.47878568278053,70.61631195409993,9.633595135306733,9.718264449101502,9.222636684510451,65.24200743694571,75.56773153682816
169,8610,3,21.29650003061907,208.85534730406005,15.064039540374806,16.04684791695197,21.962563343621746,190.26270318969668,232.15670880405534
170,8673,2,1.3428490875316885,21.36690273904689,2.9108704230393325,2.9681232890902236,2.7885926079861094,19.73203937327391,22.89804740573307
171,8678,2,2.0989071005315596,32.77327557816352,4.478577714352295,4.598059936628053,4.30842661217244,30.3544296457889,35.08039610179082
172,8778,2,6.753994072964798,98.95421080030584,13.583634169480446,17.09447410722059,13.428073764337226,91.10085090190736,106.83202640631652
173,8851,2,1.2828612822746648,20.230970240859037,2.7596274709767057,2.783881735455861,2.6089916824504007,18.707627784701817,21.64968253779033
174,8862,2,1.453737809860563,23.32599126858735,3.1882613013774703,3.195289717295001,3.0528891270546934,21.54091330669515,24.982297820439882
175,8896,2,1.941819821221778,30.726272083406403,4.196677842613547,4.254169259061477,4.003134754330456,28.377700825331978,32.89476544350355
176,8974,2,1.8543080305655337,29.761180010555677,4.060840920546307,4.1407121437508385,3.815900381386511,27.615598969269442,31.870892106710002
177,8984,2,2.6222796306477374,42.108838784347675,5.7656789977101655,5.816353338643166,5.403052696765591,39.024625034943455,44.966614202684525
178,9054,2,1.6952678906750855,26.095770139918674,3.567077363336506,4.096546556325936,3.4497324550825024,24.129895820612678,28.014218981298768
179,9057,2,1.1777410693118051,18.418897609264544,2.503894214963433,2.553142411983904,2.3808780434209527,17.0237005873921,19.67666441065702
180,9186,2,3.6510753750830833,56.80372440925206,7.73777285599872,7.889964334310629,7.35717244800676,52.54476483673066,60.85053505207516
181,9236,2,1.033100874571445,16.332153104201318,2.225864563321227,2.2852475329765642,2.1351304757635163,15.102743045617897,17.508013404168643
182,9253,2,5.291787917858599,79.58778265200681,10.916364934683829,12.196446976429048,10.619647782734223,73.39599361290487,85.51600722091132
183,9272,2,2.0261300845899015,32.28202011040835,4.409980472633165,4.412412894479802,4.187477265143638,29.860818605825276,34.57781746343522
184,9273,2,1.095706659082891,17.206902673928838,2.340260770327322,2.4426082186679245,2.248217738642441,15.884149609296877,18.446662634735823
185,9332,2,0.8494633980780838,7.681971695471033,0.5334078543050097,1.7149153754323012,1.0589219942712291,6.831741740625491,8.546898890597545
186,9354,2,1.26883496914946,19.340976517259097,2.6579512502815765,3.143070709329548,2.5774817701199426,17.832849058598317,20.767402569352985
187,9399,2,3.2750339166485016,43.53469490805377,5.967255005667245,9.609651065139804,6.168651680372864,39.667647375604176,47.13035338702755
188,9510,2,1.9265172865931541,30.947586863799547,4.224627196767772,4.261757290026334,4.04665078104436,28.529674502690668,33.16016516739375
189,9549,2,1.5231902957196832,24.500830562542177,3.3453122928561125,3.3471574735219827,3.2005394313274103,22.60944745710332,26.23239168250098
190,9550,2,4.951558005151063,74.92795172794655,10.293119415005137,12.171781607170868,10.017871826007202,69.12089046055075,80.49851048710973
191,9560,4,11.25942660012928,69.02676128285455,4.614699939601226,12.2731461386007,9.776243211904749,55.18967359582543,77.74954949554125
192,9590,2,4.1795235255344645,65.59536525320895,8.986882845902327,9.56804359409491,8.576779261817277,60.662630775091905,70.25348571980241
193,9617,2,4.406658947515087,69.1748181350426,9.428371065934824,9.43357149162861,8.928735273204527,64.12878019583633,74.00495583602275
194,9618,3,9.613051616613205,106.2186340581237,7.468548215252018,8.52617937235429,10.36613194679501,96.41453907471222,115.24194625024509
195,9638,2,1.3506148020522353,20.974331562860574,2.8570150523053384,3.0756354913046264,2.7823687123053444,19.36880306768343,22.46331932632763
196,9665,2,0.7148848930770252,11.070872917840076,1.5144584268083432,1.5670222823727473,1.444802422045175,10.232529393620009,11.865339486345327
197,9773,2,4.3989466782243944,69.50022772751055,9.521959316812524,10.250585133570185,8.983380301924475,64.29205752922921,74.52654464797442
198,9776,2,2.2532160048260073,47.54830153342299,3.4054250955099534,4.316201640312469,3.775087041222077,45.226104753489345,49.516908635880036
199,9788,2,0.9911927495621484,15.392476756057805,2.10472464840973,2.3835323723446162,2.032472018889989,14.212415115496784,16.51045206251084
200,9795,2,3.9041538975383845,62.30834714624673,8.51534373578897,8.520040561152053,8.154380421469499,57.584502198986584,66.8691078338467
201,9800,2,4.372658854365802,67.18833594475555,9.201180767141622,10.022458780419305,8.698294294491898,62.0701759135972,72.01960313311989
202,9816,2,2.9124593408462545,38.22762684649657,5.245351513653314,8.447099665145778,5.567689823645893,34.811370607315375,41.47571846668683
203,9869,2,2.4508595758793836,38.993089494391086,5.318490533367702,5.365234551313193,5.080234952530429,36.08099940027708,41.793961330550616
204,9888,2,0.8330733983766073,13.334076774648143,1.8281965006123084,1.8641546417015942,1.7245154722517226,12.30760023018867,14.249482219363113
205,9938,2,4.263311716967288,55.77260706487676,7.671704015551953,12.555241879917341,7.948769887656193,50.7560483245126,60.49372370053792
206,9962,2,0.6025143585105154,6.272753767279785,0.430375840786303,1.1822232543988156,0.7123576293470808,5.651329287009028,6.864981721022627
207,9973,2,10.244708314347719,103.71044778619778,15.091389793887275,32.47365488145493,17.77729723272837,92.07383018912769,114.58458699397326
208,10029,2,2.628288680061575,41.81583200204729,5.722079768710984,5.734693903101545,5.423738577099063,38.68733072572383,44.72144232805033
209,10052,2,0.700357910787879,11.135040000934746,1.5165280919220492,1.5298568016186957,1.4485012649870626,10.282058496655315,11.9265453160105
210,10065,2,1.0101393811083819,15.659176933180525,2.1415406458058106,2.3054125707167876,2.0662435898258806,14.476411433491696,16.797960660558523
211,10126,2,3.188849974335447,50.24858895397276,6.861778051466681,6.865562816261619,6.549532856835496,46.521506482042255,53.879908617871784
212,10208,2,1.3377154956450354,19.49166209939162,2.673104744651386,3.3639981225348086,2.6300647347575037,17.92942690549468,20.96499996890302
213,10218,2,3.8626599969954714,60.82610560133882,8.309098508908999,8.327415640003334,7.83671801516458,56.3268520663809,65.11390672486776
214,10272,2,1.8972846841306108,30.819590203883124,4.216048827401044,4.273805612170122,3.9969075859435277,28.560422933668264,32.975190667087745
