,objname,j2000,meas,H (Mpc),D (Mpc),P (Mpc),Q (Mpc),M (Mpc),Dmin (Mpc),Dmax (Mpc)
687,NGC1052                       ,J024104.8-081521,2,0.5788322976511195,18.710155896682895,0.8030682247236753,0.833490984340484,0.8906362019696329,18.21987053125541,19.17805896180703
688,NGC1055                       ,J024145.2+002636,4,2.5730401883677927,17.141197207506462,0.8894529830011696,2.5795437696695207,2.755502241130341,14.400740608068155,19.570961877395064
689,NGC1056                       ,J024248.3+283427,3,3.6151276337073006,30.718207696568548,3.724266824071421,4.197001699551144,4.466109992590461,27.20144649966803,34.86052291250746
690,NGC1084                       ,J024559.9-073443,4,3.5898087478499194,18.651279162147567,1.4331342888379388,4.207830333383722,3.3800636404474314,15.680421676519314,22.9575036885486
691,NGC1087                       ,J024625.2-002955,3,1.474469637831952,12.19994297029607,1.4795849617386476,1.7839805341571702,1.7978638791761679,10.768647365415779,13.845457084562584
692,NGC1090                       ,J024633.9-001450,3,3.1656692000976996,27.75733024273365,3.273470543823296,3.2743412813203414,3.833657353980191,24.832513557342363,31.3811241614616
693,NGC1097                       ,J024619.1-301630,3,1.6471772685747064,14.603083520251303,1.678156106822974,1.720730647604872,1.9862840435562246,13.097720274173431,16.524102729200337
694,NGC1110                       ,J024909.6-075014,3,2.6111840153508084,20.803926644834664,2.5350003972989406,3.286986285265846,3.169062151559297,18.28284851413106,23.756023023220525
695,NGC1140                       ,J025433.6-100142,3,2.311601320538158,17.705219945709604,2.1635935879564623,3.1428328762067728,2.762125896012161,15.499154394796724,20.31044684387284
696,NGC1145                       ,J025433.5-183806,4,3.552146517594669,25.929127372105416,2.599744718136786,2.7678938553308066,3.58688763019632,22.610057126616198,29.900099766242672
697,NGC1160                       ,J030113.2+445719,3,2.4548183953134184,24.178069095971047,1.8499518317320263,1.878331096839617,2.5761783125767836,22.071316610953122,26.887344182770633
698,NGC1163                       ,J030022.1-170909,4,5.642263249727301,35.44878661944059,3.541364576286371,6.128689535492424,5.6558558272411075,30.09807023856414,41.63083942467229
699,NGC1169                       ,J030334.8+462310,3,4.518335726169708,37.74706868362921,4.42339721484211,5.318793871913861,5.3489978934064375,33.836988867516844,43.324854321999766
700,NGC1171                       ,J030359.0+432354,2,1.700944163984838,26.04308313614277,3.3275367990479885,4.438616971873592,3.3124878471880073,24.022797933342623,27.899073157071516
701,NGC1172                       ,J030136.0-145012,2,1.1246117690389845,22.529409921780058,1.4301477023151095,3.5180611305961236,1.8332734879005494,21.32261238477821,23.702143519850782
702,NGC1186                       ,J030530.8+425007,2,2.747366087572729,36.47937620439415,5.6952727317370995,6.25766519363184,5.502467208760753,33.18313297966611,39.39643561932664
703,NGC1187                       ,J030237.6-225202,4,2.3135180822368486,19.259131454327896,1.3784218095505372,1.4849894470692238,2.1181230139310228,17.18588852872221,21.796339704660014
704,NGC1201                       ,J030408.0-260411,3,1.5554282706607747,19.660300667346448,0.25662952978033543,2.962400869394736,2.046436103021594,18.383449814140754,21.260552370234468
705,NGC1232                       ,J030945.5-203445,2,1.0364098739469074,15.77571796172812,1.9972625587259982,2.7849417512615657,2.0001088086715404,14.549323861648732,16.900919418011902
706,NGC1233                       ,J031233.1+391907,2,4.614964984121907,63.472076742754076,9.990336115714205,9.994379149516185,9.551487619972933,57.859180778473814,68.54413186747122
707,NGC1249                       ,J031001.3-532009,4,2.312117400085757,13.915618659775506,1.3078071432758,2.6946205289744563,2.2553016536561548,11.663969905520887,16.384234138972513
708,NGC1253                       ,J031409.3-024921,4,3.3831892776794255,20.112487289603383,2.1672130967488337,3.568054278535375,3.3205258544045146,16.66816756911324,23.6490158936242
709,NGC1255                       ,J031332.0-254331,3,2.1870968472462935,15.278723521946297,1.8469817075875545,3.259255844863799,2.574643688602748,13.293127661860977,17.841522354060523
710,NGC1259                       ,J031717.3+412306,4,9.127469372896295,69.8585686045684,0.9862986274850036,8.755938167889866,4.944967933311976,60.89394625977571,79.13420067424549
711,NGC1260                       ,J031727.2+412418,2,4.94313754584178,68.99820789929028,10.651902067674376,10.656524286189894,10.129575618728358,63.01537170301478,74.57493965175989
712,NGC1292                       ,J031814.9-273637,3,2.0559597907083087,18.566090918583086,2.1123678261051664,2.2339574521874144,2.5181737147352323,16.590668706204806,20.85746268478819
713,NGC1299                       ,J032009.7-061543,2,1.8133012708829475,24.616462191111424,3.9019798104397396,4.2872895462892915,3.7831406567985026,22.449920919141,26.702061174388493
714,NGC1309                       ,J032206.6-152400,3,4.629950519587467,30.09779743428659,0.3564384979111623,4.565078691077886,5.866492096656926,25.38915809614529,34.686493236142724
715,NGC1311                       ,J032007.0-521108,3,0.03559912254715385,5.533612051287815,0.03265228380639486,0.04291350827557194,0.041549249592301433,5.493387282280033,5.567069190700322
716,NGC1313                       ,J031815.8-662952,7,0.0922752399087185,4.2504708616594,0.027739975012475538,0.06990546285199653,0.07402034672086849,4.14736001257954,4.328538358743422
717,NGC1316                       ,J032242.0-371230,18,2.149545610589836,19.524564150856605,0.1397250568263673,1.6784107697377866,1.6288051478635017,17.031771357978844,21.271224090460695
718,NGC1325                       ,J032425.6-213238,3,2.9224398266027505,22.363335153840605,2.4887254866137747,3.7300530860138696,3.306302484603748,19.948422823519135,25.9486225411486
719,NGC1326A                      ,J032508.9-362146,17,1.069946827604786,16.510533077940632,0.17873020309229506,1.0669260203434372,0.6532860979302497,15.75718634530061,17.892856266582854
720,NGC1336                       ,J032632.2-354249,3,0.8191518089679721,18.448363920725935,0.5960102414329395,0.6512924063354864,0.8584864241133351,17.745052186231582,19.345840486853504
721,NGC1337                       ,J032806.0-082318,3,1.8601356827680786,13.723609636627803,1.5165471300853817,2.541360025245355,2.1270752067695455,12.152583343974028,15.996739812557768
722,NGC1339                       ,J032806.6-321710,4,1.5818452176750926,20.57795915770642,0.5691352299467208,1.2176076092449477,1.3200969010324888,19.2079430624913,22.157136187010586
723,NGC1340                       ,J032819.6-310406,7,0.9983137204347347,20.525580992918695,0.3277644674199042,0.5860543891695307,0.7615355594863296,19.427953492220006,21.331489972304304
724,NGC1350                       ,J033108.1-333742,4,2.197259861282395,18.080527758321615,0.84218201645857,0.9949909127237191,1.7792777367220503,16.191435604003935,20.53018476164488
725,NGC1351                       ,J033035.0-345114,4,1.4802582647496323,20.798037722584,0.48425088239253994,2.1711720946676425,1.5006377258682884,19.545565013659655,22.50616803813604
726,NGC1351A                      ,J032848.8-351042,4,2.682758412888908,19.35736919089143,1.9595403239727525,2.311582613944658,2.7357781889357025,16.709958950392146,22.236965248278523
727,NGC1353                       ,J033203.0-204908,3,2.5467940772855235,27.04500045968961,0.37579043950080726,0.4554717998853131,1.9611097814291454,23.65484735508033,28.202428898574883
728,NGC1365                       ,J033336.4-360826,20,0.8401441896469165,17.921470633352,0.11269302988210546,0.5611669465571981,0.5051142719890754,17.082670032306254,18.632581912863902
729,NGC1366                       ,J033353.7-311139,2,0.9119744323293958,20.865633114811068,1.966001864897561,2.0484308901127517,1.847637635047907,19.785019937194125,21.905391987948168
730,NGC1367                       ,J033501.3-245600,6,3.2635380532359415,25.030843660400695,0.5970117206697434,2.594070951802832,2.3847680725448748,22.51715442333752,28.86690978635557
731,NGC1373                       ,J033459.2-351016,4,3.0784257133835156,21.720801285551104,0.714997403770708,2.470869697823076,2.6681454687464368,19.24128755880917,25.091964031373983
732,NGC1374                       ,J033516.6-351335,6,0.8356363063466167,19.746294217217446,0.3272717875692946,0.5980805904495402,0.6415438101813402,19.05688077467769,20.70962766173773
733,NGC1375                       ,J033516.8-351556,6,0.6999612787836827,20.130044350748687,0.32972526069943175,0.40650075556075116,0.5964492562996652,19.470344699603245,20.883721653654085
734,NGC1379                       ,J033603.8-352629,3,0.7681371127995625,19.575777558713902,0.7820446639383769,0.9164727106948866,0.9465143153672796,18.8013890462663,20.418061903483153
735,NGC1380                       ,J033627.6-345834,11,1.898251458285641,19.758281174973792,0.1604668676236802,2.017899973954939,1.6091390887889248,17.562092347306066,21.368745673889876
736,NGC1380A                      ,J033647.5-344423,4,2.0280849328783286,17.762359418536686,0.4974798107002728,1.6972614761205385,2.03641691317909,15.535852652482472,19.600957247557393
737,NGC1380B                      ,J033709.0-351142,3,1.5389094477993035,21.021241138127177,0.6301069712084038,1.0058686893117306,1.3736393598127328,20.262525514135525,23.255672309768528
738,NGC1381                       ,J033631.7-351743,4,1.7183102271692696,19.390871446554335,0.6001085550837124,2.171135602608365,1.78700260724389,17.668793732696802,21.124681656522768
739,NGC1385                       ,J033728.3-243005,3,1.4400422224777256,8.992530130674247,1.073328413196108,2.3242679516094245,1.6534773109698278,7.7047558483325265,10.65837345933596
740,NGC1386                       ,J033646.2-355957,3,0.9667415653506801,16.847376475715937,0.7818500775279664,1.1176248708584404,1.1049721043418161,15.754042956985554,17.69594154159689
741,NGC1387                       ,J033657.1-353024,4,2.452770071814784,19.30215151980141,0.7199353680787638,1.0392165923361842,1.5439040744339805,16.422840915724716,21.032237412042896
742,NGC1389                       ,J033711.7-354446,4,0.9689108197821183,21.020903640360764,0.5381331723664324,0.7547666138531388,0.8933751764628403,20.079788776683394,22.027886697452544
743,NGC1399                       ,J033829.1-352702,7,1.2796492756866122,20.36972164686034,0.3360515373886957,1.9085812534085962,0.9569295012523513,18.713799335622415,21.27430611033614
744,NGC1400                       ,J033930.9-184117,2,1.0987013029267927,26.783753439623872,1.218328467654381,1.7109798239951017,1.5211211777081377,25.95008536324373,27.79198903655313
745,NGC1404                       ,J033851.9-353539,7,1.0923669422279056,20.066227091477753,0.3228285669489875,1.3164572255689633,0.819844139625296,18.84237146002098,20.928394462677375
746,NGC1406                       ,J033923.3-311917,4,2.341638508407562,17.44128296084705,1.681238053724579,1.9354443415368605,2.3523564982932332,15.229607323124066,19.97244904152329
747,NGC1419                       ,J034042.1-373039,3,1.7376868993743275,20.13537704833653,0.7384255813978708,2.4056854175233617,2.152792434904879,18.59289876281931,22.06266207253361
748,NGC1421                       ,J034229.3-132917,3,2.2490715672358372,19.03774797186426,2.2821244403096164,2.544254478670815,2.733720511477272,16.966244129966423,21.71836105706238
749,NGC1422                       ,J034131.1-214053,2,0.8904681944189179,11.351370971820659,1.799236681676158,2.2380491226121935,1.7786388784039988,10.327254244124616,12.361601696611498
750,NGC1425                       ,J034211.5-295336,12,2.0004464747156603,21.95761575647763,0.21450358716389314,1.4232038387336459,1.4065292707386148,20.299583957769187,24.200516033435182
751,NGC1426                       ,J034249.1-220630,2,0.6096265325900605,24.10894612711617,0.8273490866552411,1.3041016546796593,0.9609820250337142,23.545651811946957,24.760409580879184
752,NGC1427                       ,J034219.4-352334,6,1.655729297712191,20.16409722887865,0.3374922788387521,0.9732348285015576,0.9471770845687091,19.293688437308536,22.611369618017687
753,NGC1436                       ,J034337.1-355111,2,1.1251561418364877,15.327884930754985,2.419602554475225,2.5798165192534332,2.3403781942730917,13.979248180890817,16.596001395179385
754,NGC1437B                      ,J034554.9-362125,3,1.5210460921604627,7.863335708131652,1.0016118162230574,2.570493455623704,1.658514775787305,6.622380162952314,9.737115714392793
755,NGC1448                       ,J034431.9-443841,11,2.2725751719795055,18.255881164710107,0.1297699065098731,1.3578678082159181,1.6772374175382154,15.325757466191037,19.72131356203664
756,NGC1484                       ,J035417.6-365815,3,1.705567115803945,14.340478443155218,1.7368823706479581,1.897054645482334,2.06612580277495,12.717667882704545,16.268110367986935
757,NGC1494                       ,J035742.5-485431,3,1.5533076769210141,12.020208565219042,1.3954490935121935,2.197521601160317,1.8436362554635284,10.48827459178602,13.695348634695243
758,NGC1495                       ,J035822.9-442801,2,0.9383493429558352,15.781590096465278,2.0381958777096485,2.1618331897724343,1.9586470293644564,14.62724007308545,16.841626378521042
759,NGC1507                       ,J040427.2-021117,3,1.2529426612409265,10.284409503274263,1.2253245774714439,1.5365876243071974,1.5043897200604044,9.056423809583404,11.681012645711673
760,NGC1511                       ,J035938.4-673812,3,1.8422878337986799,13.968612600849632,1.6339772432523338,2.6021797807113827,2.1753387614405417,12.121828828194852,15.94316489579521
761,NGC1512                       ,J040354.3-432056,3,1.4887939086792041,11.731210575911813,1.3742469034419014,2.0534721181795317,1.7824912277245177,10.267287895141637,13.37645653601044
762,NGC1515                       ,J040402.7-540600,3,2.057939044674179,16.932119584792567,1.9207740553955261,2.427790936438607,2.4276896623578423,15.128509167974975,19.415697354659482
763,NGC1518                       ,J040649.7-211022,2,0.574015470463139,7.658334431875132,1.2126739107549198,1.2929711045505672,1.16829234735868,7.0004434237004745,8.300444340619249
764,NGC1519                       ,J040807.6-171135,4,2.8324488413157347,16.750178087513763,1.6904846452882885,3.3775284035124598,2.8074310672163425,14.139919445112238,19.973665802177766
765,NGC1530                       ,J042327.1+751744,4,2.6375824297778596,19.22149412721957,1.9556341745519203,2.1063823435303064,2.6691518814783657,16.751671710679425,22.182749958401047
766,NGC1532                       ,J041204.3-325227,3,2.2413943778717105,18.68997812469399,2.127014859758909,2.604318984150877,2.6415337796293086,16.74701360198501,21.370916667300417
767,NGC1533                       ,J040951.9-560707,4,1.5941792161140367,19.38242403467947,0.853065317654174,1.0495940095921574,1.3817021366071793,18.002903706384544,21.14434852840119
768,NGC1553                       ,J041610.5-554648,2,0.5104740684722457,18.63862991904208,0.8033174276899575,1.3708736347616683,0.894050041627964,18.110711713074117,19.21436897014247
769,NGC1559                       ,J041735.8-624701,4,2.2695674227751024,12.082681190113579,1.0979699774690845,3.102625651242672,2.316358786250707,9.854609950004065,14.466080323984238
770,NGC1560                       ,J043249.0+715259,3,0.20694140856281715,3.0773011085893587,0.12844695650712354,0.2716792569087341,0.1944616465025805,2.942528197346421,3.368047917614882
771,NGC1566                       ,J042000.4-545616,3,0.7442495327521526,5.991090904281017,0.7004104443209493,1.005921216964997,0.8933135224618562,5.2388769132755515,6.79265838275086
772,NGC1569                       ,J043049.2+645053,6,0.46810086246448046,3.016746187843875,0.05573880772376494,0.36459734981136027,0.2603227332732037,2.347459548396816,3.2730382934713904
773,NGC1620                       ,J043637.4-000837,2,3.0244130108477836,40.83315878535339,6.372857363634033,7.079211194264311,6.208248090200521,37.11273168705486,44.14499143099782
774,NGC1637                       ,J044128.2-025129,7,2.0036238017547503,11.262569897069255,0.28093566147060084,1.9682456838549622,1.4755904198048226,8.705831267536473,12.627571261429468
775,NGC1679                       ,J044955.6-315756,3,1.4977327996492598,9.287229445897392,1.1591820268642,2.392063908400538,1.6999047898183903,7.987358296608345,11.050529201830429
776,NGC1699                       ,J045659.6-044525,4,5.12978673533928,50.82193673138382,0.5157420507835057,3.6613886514152867,2.3462345482032747,44.338390013328386,54.57632828085487
777,NGC1705                       ,J045413.5-532140,3,0.4570018165580295,5.706772707044435,0.07461001758425331,0.0864544938629413,0.11707420245955931,5.223214495126245,5.799310906893488
778,NGC1744                       ,J045957.8-260121,3,1.1382135625138516,9.775040950714391,1.1011279621387449,1.220648079543959,1.3520073543674107,8.789714921504627,11.151763264404973
779,NGC1752                       ,J050209.5-081426,2,3.306270741710846,44.94750105067867,7.031621894615383,7.497220684992674,6.718153401419271,40.973340476739345,48.62969443525134
780,NGC1762                       ,J050337.0+013424,2,7.364064518891935,101.78381702476896,15.94397091139463,16.576786933703715,15.261711762628861,92.73987972647569,110.08102256586686
781,NGC1784                       ,J050527.1-115217,3,3.636841494000201,26.928141819251447,3.2419367777860124,5.138771706262116,4.284384944164498,23.445562746471612,31.013658532886158
782,NGC1792                       ,J050514.5-375850,3,1.2301610443689968,10.286255765789406,1.1810398409917267,1.5281720197086284,1.4791618222831515,9.034397314528174,11.598506757813823
783,NGC1808                       ,J050742.4-373047,3,2.124367330926867,8.178948235769814,1.0765517625097123,3.8080463659713546,2.1374547216932944,6.872362646850172,11.168859873518821
784,NGC1819                       ,J051146.1+051202,7,3.3952204791816136,60.29621719384218,0.5240912501926124,6.193612216700513,2.0336511943299063,56.9833701332496,63.27651052393448
785,NGC1824                       ,J050657.0-594338,3,1.4138368643384605,11.594644635794156,1.4085230403570874,1.733264440877187,1.7009162704692922,10.220734185336825,13.197899370904812
786,NGC1832                       ,J051203.3-154116,2,3.7842908735392293,19.764963299339406,2.5045306912586915,11.55555751978116,5.444892904649999,15.870130018486776,23.50090106208867
787,NGC1853                       ,J051216.6-572357,3,4.387305515420031,25.44975723081537,3.1923506099345853,7.201910243073676,4.971896095536496,21.745274896907322,30.810767427857616
788,NGC1886                       ,J052148.2-234836,3,3.440088984754948,29.3246434863348,3.544793453401122,3.8291353256204945,4.204447147526361,25.968392965902503,33.1041321168076
789,NGC1892                       ,J051709.1-645735,4,2.0929766537889423,13.74738919560888,1.3503293200644708,2.1924949912939526,2.104061404560039,11.723238117277972,16.05519323694992
790,NGC1964                       ,J053321.8-215645,4,2.6315714103447756,22.015680352438793,0.40895283443110025,0.5655097098734693,2.127259386886155,19.586288584939638,24.70178457812008
791,NGC2049                       ,J054315.3-300442,2,5.244883744102791,67.93034963638645,10.549994447417905,12.60825148889878,10.378929033216625,61.58565702148417,73.670379255703
792,NGC2090                       ,J054701.9-341502,19,0.3467901808465156,11.895011741700673,0.060196063375386265,0.11661464572709326,0.21734978197560367,11.611621276044197,12.267391680318669
793,NGC2124                       ,J055752.2-200505,3,6.0030658892839455,45.47415640564422,5.420349602073721,7.828025382487861,6.968546029774115,40.28179143925125,52.81919098219322
794,NGC2188                       ,J061009.5-340621,2,0.5598386387903223,9.186961494251385,0.23048829712052074,0.4805660689873033,0.4313928467325177,8.648660400278148,9.715022779937168
795,NGC2258                       ,J064746.1+742855,7,7.122402861460658,59.0488382515351,0.5972197890411056,4.661912137569107,5.130386665706332,50.36994738357021,64.80692803433341
796,NGC2263                       ,J063828.9-245055,2,1.9152886904352076,26.757121658823415,4.219096358266699,4.22080380324079,4.042575121244129,24.464948629628665,28.94340314930389
797,NGC2268                       ,J071417.3+842256,5,3.3274541818724126,28.55775636418875,1.396186694333203,1.6635901059480598,2.6609592461251075,25.847889282450925,32.39257961347951
798,NGC2280                       ,J064449.1-273819,3,2.99617709738205,24.59825314842459,2.8731462891002755,3.5527033015584824,3.5554398880353384,21.905488721795866,28.15703984081898
799,NGC2320                       ,J070542.0+503452,6,7.739805733438538,76.70201793768213,1.2247472443104102,5.9220336091014145,5.255779170184411,66.40557589498559,81.60523468161479
800,NGC2336                       ,J072704.0+801041,3,4.0737643328557995,32.11273855820629,3.5754448694982046,5.05323048633037,4.696648913176062,28.581506137956215,37.16719175938735
801,NGC2337                       ,J071013.6+442726,2,0.6258235178353586,11.60623983391897,0.5590783322169754,0.6103720073629458,0.7160245032638218,11.188649270511977,11.955734669132521
802,NGC2339                       ,J070820.5+184649,4,4.70878814724271,32.541540109782176,2.5572424925698667,4.298559313214124,4.29805515961539,28.472831093087915,37.9642070742702
803,NGC2347                       ,J071603.9+644239,2,6.453254688404586,87.68607050676319,13.744770001502143,14.014733148852676,13.241421961755805,79.85842461735943,94.89360127387842
804,NGC2357                       ,J071741.0+232124,4,4.200777275456044,29.05299077653355,2.88311163111646,4.107917436018368,4.217335324168523,25.121637899670546,33.676382653022706
805,NGC2366                       ,J072854.0+691254,6,0.19164838456106803,3.3068084723894016,0.026112548067087026,0.040582015636328905,0.0746446260367108,3.2069776612368335,3.5557935802397234
806,NGC2369                       ,J071637.8-622037,2,2.422848208371657,32.95894162635525,5.185139293727928,5.193527795541817,5.013910606219608,30.037184322189777,35.74886850419298
807,NGC2393                       ,J073004.6+340140,2,4.562624137984222,62.720603824833326,9.845084412737855,9.849068663978548,9.375488763960357,57.36605741617186,67.83296581919276
808,NGC2397                       ,J072120.0-690005,3,2.3041930216918405,19.459752908457347,2.3591127958095166,2.6773767905280996,2.810728408519339,17.241640348971394,22.02787068502758
809,NGC2403                       ,J073651.4+653609,16,0.15988864237533534,3.188173744724953,0.011187176888168537,0.05721132251277351,0.0939718762656767,3.0268392580167,3.3326014062081066
810,NGC2424                       ,J074039.3+391400,2,3.6105326433734244,48.72514566606613,7.61227599874902,8.363967241857111,7.355282704996403,44.30475904663694,52.71523736288118
811,NGC2427                       ,J073628.1-473807,3,1.1785415028329644,10.182849328245263,1.1625211783078035,1.352755250571699,1.4155947052297377,9.004492462045189,11.442111104561347
812,NGC2441                       ,J075154.7+730057,7,3.902259772038849,42.11994516162946,0.46585181326061176,3.8506245886595454,3.2218912814532032,39.15725895256791,46.94486719581173
813,NGC2512                       ,J080307.9+232331,2,4.426250359089105,58.93470891505139,9.319301848775444,9.765080389861666,8.940259425760582,53.83726098640025,63.86406036022569
814,NGC2541                       ,J081440.1+490342,19,0.5805727288259994,12.024078281540554,0.0931443585688514,0.354159539998969,0.3948492332318099,11.51612290094991,12.659343457625399
815,NGC2543                       ,J081257.9+361517,3,3.8978502789143463,29.72666745193377,3.5469579316864634,5.134785409921494,4.589784679451659,26.18450681331894,34.38575012514156
816,NGC2550                       ,J082433.6+740044,2,1.9275139216929618,25.932785465699904,4.1047339930105675,4.510065144737193,3.9728576989164055,23.649228625022335,28.063793784880605
817,NGC2552                       ,J081920.5+500035,2,0.7225670696806589,9.71737124922407,1.5353346478166214,1.5962720623505553,1.4753061561358605,8.861644233654426,10.527030956338907
818,NGC2565                       ,J081948.3+220153,2,4.229750622282382,56.44051704378541,8.869010761828712,9.54674891325692,8.52000815365111,51.56687489448626,61.168969125860485
819,NGC2590                       ,J082502.0-003529,2,4.646418626842785,63.505771261817486,9.9760162774767,10.231188366973003,9.554986211055253,58.12874486471252,68.67629787075555
820,NGC2591                       ,J083725.5+780135,4,2.560121385513271,19.105724376474083,1.8972372841628231,2.0004388723117965,2.606361856524145,16.627525750960757,21.925952755709
821,NGC2595                       ,J082742.0+212845,6,6.445239966119074,69.42544332424212,0.3884469169681036,6.322821647939387,4.60084841553428,61.44366730702648,74.19933085310842
822,NGC2608                       ,J083517.2+282825,5,10.591413546221915,24.57594769694265,0.6898813172680889,5.993887700744442,10.082007715787743,16.948376472796717,38.12754255935213
823,NGC2613                       ,J083322.8-225825,4,4.394481199035832,25.83811134624289,2.423603583556793,4.661935271809927,4.071193554961146,21.940782062532808,30.9700022427999
824,NGC2623                       ,J083824.1+254517,6,6.020282970778972,80.89465800260652,1.2617280995559936,4.98319730510476,4.722466456102401,74.31946960429674,86.3510053782852
825,NGC2633                       ,J084804.6+740556,2,1.9068974589943486,24.334103314549203,3.87497249786528,4.886406286738266,3.8574194825127255,22.070179144224102,26.563131913997527
826,NGC2654                       ,J084911.8+601316,4,5.422058339003077,29.434848063260883,2.8422321386609988,6.634625128157481,5.247655919570155,24.210580332110922,35.28955050954043
827,NGC2683                       ,J085241.5+332521,6,1.7524177183558352,9.884177621082012,0.2470218838456287,0.6425341349180594,1.332264985426222,8.618150769180536,12.027916830935984
828,NGC2701                       ,J085905.7+534618,3,3.743765876274393,33.05782650031381,3.9043211570755685,3.9878623446256567,4.602753340042153,29.385270938625492,37.25602904165133
829,NGC2706                       ,J085612.3-023348,4,9.001634078148104,31.57712535752079,3.1980491479340682,15.682030251826212,7.319206166887179,25.528798768501275,43.76622590553135
830,NGC2710                       ,J085948.4+554223,2,3.005588764333576,41.079415502877644,6.486928577889361,6.497423110255737,6.148053146004267,37.53326990293994,44.406343535481945
831,NGC2712                       ,J085930.5+445450,3,3.5481070713098815,30.650434666220114,3.701152467195248,3.767734959916862,4.31800727854134,27.205328275277463,34.660351225008604
832,NGC2713                       ,J085720.5+025517,2,5.906421312241182,75.16350701855652,11.677519245564572,14.930288722556554,11.657200945417326,68.11521994689961,81.6407486393729
833,NGC2715                       ,J090806.2+780507,4,3.468587212102977,18.113430757554887,0.833538131446876,3.367354584285316,3.830738330732221,15.106680243360572,22.15517190198462
834,NGC2722                       ,J085846.2-034236,2,2.464971479696551,33.47851647226986,5.307919921443606,5.713532219375512,5.130849449394882,30.595472508959837,36.33936122891416
835,NGC2726                       ,J090456.6+595559,2,4.195157682288544,56.51576393695354,8.842936234112432,9.1939122716568,8.551512297703075,51.48245111844536,61.13293550642012
836,NGC2731                       ,J090208.4+081806,2,1.6991946348638014,21.09173570650616,3.3586926497064318,4.542291254888891,3.345816159095347,19.081325686289535,22.96669015401794
837,NGC2742                       ,J090733.6+602846,3,2.391575946884517,20.675005906176168,2.493407612124489,2.4940619994871818,2.9258129906895496,18.4128699669124,23.459569227040113
838,NGC2748                       ,J091343.0+762831,2,1.3205491682990576,17.231811165776147,2.734173070692784,3.1081289278275053,2.6592315267483873,15.705067281374633,18.73085474102132
839,NGC2750                       ,J090547.9+252615,2,0.8303669108044458,9.649293490498197,1.540326853431322,2.3336253565839766,1.592959193508632,8.679653089884606,10.574493516040295
840,NGC2770                       ,J090933.7+330725,4,3.53214311733073,25.956599060107855,2.5620751046744923,2.9812850738084795,3.570883045987684,22.665605498672203,29.944609884424178
841,NGC2788                       ,J090903.1-675557,3,2.48676156796283,15.454801630973712,1.8734645530098737,3.795977440011153,2.780291411983625,13.46245619246531,18.589171412242845
842,NGC2811                       ,J091611.1-161845,3,4.5421078072718375,28.3137267093558,0.5052841169180535,5.0007566842154425,5.707276932652457,23.636605904616957,32.74708261867887
843,NGC2815                       ,J091619.7-233800,3,6.277927989255383,44.25424118695581,5.234601238449968,8.763506458685592,7.134852091680698,38.84177435801305,51.90304862510851
844,NGC2821                       ,J091648.0-264858,3,5.151814467262499,42.879554523149075,5.171041601614353,5.942951687338396,6.245786146274042,38.14237043116477,48.96822405586347
845,NGC2841                       ,J092202.7+505836,7,3.5569483766045176,15.952714531935978,0.15545749221064836,1.0398532516877381,1.7981999231019719,14.327937630862579,21.430656238480754
846,NGC2844                       ,J092147.9+400904,2,3.3888981312383524,45.818439388780845,7.174255200715339,7.405742067205309,6.867259947781276,41.75504424992978,49.515333388924844
847,NGC2894                       ,J092930.3+074306,2,4.36732947903098,59.338032583162246,9.26178838664948,10.070036163301484,8.935913115419638,54.05695559029579,64.24400670629886
848,NGC2903                       ,J093210.1+213006,4,1.1032644264888316,9.224009259597036,0.509835783456251,0.7727467077410288,1.028938793440464,8.09392167691656,10.269772935355183
849,NGC2906                       ,J093206.2+082631,2,3.0798858765787176,42.223229705445036,6.649062691678734,6.659819524097341,6.3603550263494215,38.61515418369114,45.69731354001141
850,NGC2915                       ,J092611.9-763735,3,0.18302444827242276,4.2627191843630055,0.04173840282942141,0.07030021681669633,0.06868929933874822,3.956258817302286,4.307778640098878
851,NGC2919                       ,J093447.5+101702,4,7.07500864214848,40.49232283241224,4.262904366834999,7.550930873131225,6.8024053519602266,34.31583797401609,48.93682984086822
852,NGC2930                       ,J093732.7+231212,4,25.675069871982902,106.6705823488783,0.990001511336911,11.229516928523795,5.392821191197633,68.4199635426029,119.86981996402014
853,NGC2935                       ,J093644.9-210741,7,4.389460896560797,29.43264445682496,0.8513490215707433,3.841602703112202,3.667077208154749,24.768770484104866,33.45530596688324
854,NGC2938                       ,J093823.7+761911,3,5.560891653661429,37.012953946114926,4.3446477530506975,8.215811702992578,6.332140739245186,31.99908692120191,43.48121595348044
855,NGC2962                       ,J094053.9+050957,6,3.1858972826854095,32.25320936265474,0.3939032666644163,3.8634962327239837,2.2806255599606895,28.881730208062255,35.20243995209738
856,NGC2976                       ,J094715.5+675459,8,0.0802687229518484,3.665142983859199,0.01788809787869835,0.027760338048144317,0.05082050293802261,3.5885810875168636,3.7241003900722385
857,NGC2986                       ,J094416.0-211641,4,2.472361699939996,34.0424694738555,0.3996635378929094,4.080356844818611,2.735487810314316,31.156216179245593,36.148962431664096
858,NGC2998                       ,J094843.6+440453,2,4.280677191073723,58.23188722734912,9.155423972653155,9.214527585663253,8.650169741071508,53.21243612333179,62.81400716461453
859,NGC3003                       ,J094835.6+332518,4,2.789375381959875,18.092636120368677,1.7153694441251204,3.020466796103972,2.7173653485783023,15.400308993766952,21.13308724732652
