,objname,j2000,meas,H (Mpc),D (Mpc),P (Mpc),Q (Mpc),M (Mpc),Dmin (Mpc),Dmax (Mpc)
18,ANDROMEDA14                   ,J005135.0+294136,3,0.08679718347175358,0.8174826186615431,0.06561994941044522,0.11014929615752529,0.09648577399637084,0.7315894782643819,0.8989129363406859
19,ANDROMEDA15                   ,J011418.5+380707,2,0.022915947384078202,0.6437508727847948,0.04674617588043376,0.05201062414685064,0.04628421009809291,0.6167029959508874,0.6691356619919674
20,ANDROMEDA16                   ,J005930.1+322235,2,0.01623947643805307,0.5126658559249203,0.032451028189492095,0.0415069487721617,0.03231784166884283,0.49363508364645625,0.5310188570862526
21,ANDROMEDA17                   ,J003707.1+441912,3,0.02303991778955719,0.7625453404155997,0.016292924562014702,0.03219683823622211,0.02529863876180025,0.7442674933176316,0.7902447960420338
22,ANDROMEDA18                   ,J000215.1+450524,5,0.05368381357188115,1.3156123452994912,0.02237929187261997,0.03837158121099132,0.044897653025532606,1.2712566682637274,1.3780958782305455
23,ANDROMEDA19                   ,J001932.1+350237,2,0.04595278045017703,0.897985002104504,0.053166403884749504,0.06813228543798547,0.06480689159148646,0.8648021742221981,0.940602271440905
24,ANDROMEDA20                   ,J000730.7+350746,2,0.043216149469658356,0.7904825049118318,0.04835671892076877,0.05008365623944518,0.057562536298980005,0.7598511081492985,0.8190446885406688
25,ANDROMEDA21                   ,J235447.8+422814,2,0.013749533111227822,0.8629010226189316,0.024581874004105296,0.025467989975146477,0.02516916278824193,0.8493455357747601,0.8766239871646397
26,ANDROMEDA22                   ,J012740.1+280526,2,0.044589846107990425,0.9081847376122728,0.027083676032642324,0.04820612639964446,0.043024690760864175,0.8662987366905468,0.9461304508801256
27,ANDROMEDA23                   ,J012921.4+384317,3,0.02459190602897768,0.7624493025093894,0.01817927092753054,0.037043146269127775,0.02841740584225737,0.7378638319271777,0.7867791640308305
28,ANDROMEDA24                   ,J011831.4+462205,2,0.11636766200767303,0.7708596466387948,0.027724223381450933,0.3489758719815171,0.17032012172708358,0.6536698047747205,0.8865392315632821
29,ANDROMEDA25                   ,J003009.4+465124,2,0.02293673374039214,0.7924096502779348,0.03851375300031167,0.054256780214628784,0.040529945447532696,0.7691604929873308,0.8173635150236236
30,ANDROMEDA26                   ,J002346.0+475450,2,0.04536333461661148,0.7769640258480374,0.04122571145059597,0.042915552385151635,0.053154201691835594,0.748725192606669,0.8022193544878443
31,ANDROMEDA27                   ,J003727.1+452313,2,0.16440033088536757,1.0674487715204835,0.045775478795868164,0.09944865912539225,0.09362431625274069,0.9067840036602437,1.230826514874401
32,ANDROMEDA30                   ,J003634.8+493848,2,0.02768999773650343,0.7012549378342312,0.05917786265057094,0.06736556873019339,0.05637635527666984,0.6682893382971481,0.7331254934746803
33,APMUKS(BJ)B051529.79-235009.8 ,J051734.6-234701,2,13.517500265707273,115.05822496193313,2.377311810419288,20.827045176698736,14.207444811827243,101.55794282216169,128.57867539235463
34,APMUKS(BJ)B141934.25+021314.0 ,J142206.6+015935,3,2.9973398455556928,113.1980040027996,1.0195507253637108,1.0195507253637108,2.337513594120592,110.48077939306258,115.96050122788857
35,BOOTES1                       ,J140005.0+143015,7,0.004163934764350002,0.06329924672007047,0.001348749702957762,0.003350491502171464,0.0034576375460518213,0.058507083140792226,0.06682657942601239
